M.GTLD-SERVERS.NET 192.55.83.30 {"net":{"SOA":{"IN":{"0":{"0":{"0":{"Giraffa::Packet":{"Net::LDNS::Packet":{"timestamp":1384509004.35411,"answerfrom":"192.55.83.30","data":"2gGFAAABAAEADQALA25ldAAABgABA25ldAAABgABAAADhABAAWEMZ3RsZC1zZXJ2ZXJzA25ldAAFbnN0bGQMdmVyaXNpZ24tZ3JzA2NvbQBShe43AAAHCAAAA4QACTqAAAFRgANuZXQAAAIAAQACowAAFAFpDGd0bGQtc2VydmVycwNuZXQAA25ldAAAAgABAAKjAAAUAWsMZ3RsZC1zZXJ2ZXJzA25ldAADbmV0AAACAAEAAqMAABQBZgxndGxkLXNlcnZlcnMDbmV0AANuZXQAAAIAAQACowAAFAFkDGd0bGQtc2VydmVycwNuZXQAA25ldAAAAgABAAKjAAAUAW0MZ3RsZC1zZXJ2ZXJzA25ldAADbmV0AAACAAEAAqMAABQBbAxndGxkLXNlcnZlcnMDbmV0AANuZXQAAAIAAQACowAAFAFhDGd0bGQtc2VydmVycwNuZXQAA25ldAAAAgABAAKjAAAUAWIMZ3RsZC1zZXJ2ZXJzA25ldAADbmV0AAACAAEAAqMAABQBagxndGxkLXNlcnZlcnMDbmV0AANuZXQAAAIAAQACowAAFAFlDGd0bGQtc2VydmVycwNuZXQAA25ldAAAAgABAAKjAAAUAWcMZ3RsZC1zZXJ2ZXJzA25ldAADbmV0AAACAAEAAqMAABQBaAxndGxkLXNlcnZlcnMDbmV0AANuZXQAAAIAAQACowAAFAFjDGd0bGQtc2VydmVycwNuZXQAAWkMZ3RsZC1zZXJ2ZXJzA25ldAAAAQABAAKjAAAEwCusHgFrDGd0bGQtc2VydmVycwNuZXQAAAEAAQACowAABMA0sh4BZgxndGxkLXNlcnZlcnMDbmV0AAABAAEAAqMAAATAIzMeAWQMZ3RsZC1zZXJ2ZXJzA25ldAAAAQABAAKjAAAEwB9QHgFtDGd0bGQtc2VydmVycwNuZXQAAAEAAQACowAABMA3Ux4BbAxndGxkLXNlcnZlcnMDbmV0AAABAAEAAqMAAATAKaIeAWEMZ3RsZC1zZXJ2ZXJzA25ldAAAAQABAAKjAAAEwAUGHgFhDGd0bGQtc2VydmVycwNuZXQAABwAAQACowAAECABBQOoPgAAAAAAAAACADABYgxndGxkLXNlcnZlcnMDbmV0AAABAAEAAqMAAATAIQ4eAWIMZ3RsZC1zZXJ2ZXJzA25ldAAAHAABAAKjAAAQIAEFAyMdAAAAAAAAAAIAMAFqDGd0bGQtc2VydmVycwNuZXQAAAEAAQACowAABMAwTx4="}}}}}}}},"gtld-servers.net":{"SOA":{"IN":{"0":{"0":{"0":{"Giraffa::Packet":{"Net::LDNS::Packet":{"data":"eDeBAAABAAAACAAKDGd0bGQtc2VydmVycwNuZXQAAAYAAQxndGxkLXNlcnZlcnMDbmV0AAACAAEAAqMAABUCYTIMZ3RsZC1zZXJ2ZXJzA25ldAAMZ3RsZC1zZXJ2ZXJzA25ldAAAAgABAAKjAAAVAmMyDGd0bGQtc2VydmVycwNuZXQADGd0bGQtc2VydmVycwNuZXQAAAIAAQACowAAFQJkMgxndGxkLXNlcnZlcnMDbmV0AAxndGxkLXNlcnZlcnMDbmV0AAACAAEAAqMAABUCZTIMZ3RsZC1zZXJ2ZXJzA25ldAAMZ3RsZC1zZXJ2ZXJzA25ldAAAAgABAAKjAAAVAmYyDGd0bGQtc2VydmVycwNuZXQADGd0bGQtc2VydmVycwNuZXQAAAIAAQACowAAFQJnMgxndGxkLXNlcnZlcnMDbmV0AAxndGxkLXNlcnZlcnMDbmV0AAACAAEAAqMAABUCaDIMZ3RsZC1zZXJ2ZXJzA25ldAAMZ3RsZC1zZXJ2ZXJzA25ldAAAAgABAAKjAAAVAmwyDGd0bGQtc2VydmVycwNuZXQAAmEyDGd0bGQtc2VydmVycwNuZXQAAAEAAQACowAABMAFBh8CYTIMZ3RsZC1zZXJ2ZXJzA25ldAAAHAABAAKjAAAQIAEFA6g+AAAAAAAAAAIAMQJjMgxndGxkLXNlcnZlcnMDbmV0AAABAAEAAqMAAATAGlwfAmMyDGd0bGQtc2VydmVycwNuZXQAABwAAQACowAAECABBQOD6wAAAAAAAAACADECZDIMZ3RsZC1zZXJ2ZXJzA25ldAAAAQABAAKjAAAEwB9QHwJlMgxndGxkLXNlcnZlcnMDbmV0AAABAAEAAqMAAATADF4fAmYyDGd0bGQtc2VydmVycwNuZXQAAAEAAQACowAABMAjMx8CZzIMZ3RsZC1zZXJ2ZXJzA25ldAAAAQABAAKjAAAEwCpdHwJoMgxndGxkLXNlcnZlcnMDbmV0AAABAAEAAqMAAATANnAfAmwyDGd0bGQtc2VydmVycwNuZXQAAAEAAQACowAABMApoh8=","answerfrom":"192.55.83.30","timestamp":1384509005.05416}}}}}}}}}
G.ROOT-SERVERS.NET 192.112.36.4 {}
D.ROOT-SERVERS.NET 199.7.91.13 {}
D.ROOT-SERVERS.NET 2001:0500:002d:0000:0000:0000:0000:000d {}
C2.GTLD-SERVERS.NET 2001:0503:83eb:0000:0000:0000:0002:0031 {}
C2.GTLD-SERVERS.NET 192.26.92.31 {}
G.NS.SE 2001:06b0:000e:0003:0000:0000:0000:0001 {}
G.NS.SE 130.239.5.114 {}
C.NS.SE 192.36.135.107 {}
C.NS.SE 2001:067c:2554:0301:0000:0000:0000:0053 {}
J.ROOT-SERVERS.NET 2001:0503:0c27:0000:0000:0000:0002:0030 {}
J.ROOT-SERVERS.NET 192.58.128.30 {}
L2.GTLD-SERVERS.NET 192.41.162.31 {"gtld-servers.net":{"SOA":{"IN":{"0":{"0":{"0":{"Giraffa::Packet":{"Net::LDNS::Packet":{"data":"J9OFAAABAAEACAAKDGd0bGQtc2VydmVycwNuZXQAAAYAAQxndGxkLXNlcnZlcnMDbmV0AAAGAAEAAqMAADoCQTIFTlNUTEQDQ09NAAVuc3RsZAx2ZXJpc2lnbi1ncnMDQ09NAHfP4+gAAA4QAAADhAASdQAAAVGADGd0bGQtc2VydmVycwNuZXQAAAIAAQAD9IAAFQJBMgxndGxkLXNlcnZlcnMDbmV0AAxndGxkLXNlcnZlcnMDbmV0AAACAAEAA/SAABUCSDIMZ3RsZC1zZXJ2ZXJzA25ldAAMZ3RsZC1zZXJ2ZXJzA25ldAAAAgABAAP0gAAVAkMyDGd0bGQtc2VydmVycwNuZXQADGd0bGQtc2VydmVycwNuZXQAAAIAAQAD9IAAFQJFMgxndGxkLXNlcnZlcnMDbmV0AAxndGxkLXNlcnZlcnMDbmV0AAACAAEAA/SAABUCRDIMZ3RsZC1zZXJ2ZXJzA25ldAAMZ3RsZC1zZXJ2ZXJzA25ldAAAAgABAAP0gAAVAkwyDGd0bGQtc2VydmVycwNuZXQADGd0bGQtc2VydmVycwNuZXQAAAIAAQAD9IAAFQJGMgxndGxkLXNlcnZlcnMDbmV0AAxndGxkLXNlcnZlcnMDbmV0AAACAAEAA/SAABUCRzIMZ3RsZC1zZXJ2ZXJzA25ldAACQTIMZ3RsZC1zZXJ2ZXJzA25ldAAAAQABAAKjAAAEwAUGHwJBMgxndGxkLXNlcnZlcnMDbmV0AAAcAAEAAqMAABAgAQUDqD4AAAAAAAAAAgAxAkMyDGd0bGQtc2VydmVycwNuZXQAAAEAAQACowAABMAaXB8CQzIMZ3RsZC1zZXJ2ZXJzA25ldAAAHAABAAKjAAAQIAEFA4PrAAAAAAAAAAIAMQJEMgxndGxkLXNlcnZlcnMDbmV0AAABAAEAAqMAAATAH1AfAkUyDGd0bGQtc2VydmVycwNuZXQAAAEAAQACowAABMAMXh8CRjIMZ3RsZC1zZXJ2ZXJzA25ldAAAAQABAAKjAAAEwCMzHwJHMgxndGxkLXNlcnZlcnMDbmV0AAABAAEAAqMAAATAKl0fAkgyDGd0bGQtc2VydmVycwNuZXQAAAEAAQACowAABMA2cB8CTDIMZ3RsZC1zZXJ2ZXJzA25ldAAAAQABAAKjAAAEwCmiHw==","answerfrom":"192.41.162.31","timestamp":1384509005.21343}}}}}}}}}
C.ROOT-SERVERS.NET 192.33.4.12 {}
E.GTLD-SERVERS.NET 192.12.94.30 {}
A.NS.SE 2a01:03f0:0000:0301:0000:0000:0000:0053 {}
A.NS.SE 192.36.144.107 {"se":{"NS":{"IN":{"0":{"0":{"0":{"Giraffa::Packet":{"Net::LDNS::Packet":{"answerfrom":"192.36.144.107","data":"JieFAAABAAkAAAAQAnNlAAACAAECc2UAAAIAAQACowAACQFqAm5zAnNlAAJzZQAAAgABAAKjAAAJAWcCbnMCc2UAAnNlAAACAAEAAqMAAAkBYwJucwJzZQACc2UAAAIAAQACowAACQFhAm5zAnNlAAJzZQAAAgABAAKjAAAJAWkCbnMCc2UAAnNlAAACAAEAAqMAAAkBZgJucwJzZQACc2UAAAIAAQACowAACQFiAm5zAnNlAAJzZQAAAgABAAKjAAAJAWUCbnMCc2UAAnNlAAACAAEAAqMAAAkBZAJucwJzZQABYQJucwJzZQAAAQABAAKjAAAEwCSQawFhAm5zAnNlAAAcAAEAAqMAABAqAQPwAAADAQAAAAAAAABTAWICbnMCc2UAAAEAAQACowAABMAkhWsBYgJucwJzZQAAHAABAAKjAAAQIAEGfCVMAwEAAAAAAAAAUwFjAm5zAnNlAAABAAEAAqMAAATAJIdrAWMCbnMCc2UAABwAAQACowAAECABBnwlVAMBAAAAAAAAAFMBZAJucwJzZQAAAQABAAKjAAAEUeQIEAFlAm5zAnNlAAABAAEAAqMAAARR5Ao5AWYCbnMCc2UAAAEAAQACowAABMBHNTUBZgJucwJzZQAAHAABAAKjAAAQKgED8AAAAwUAAAAAAAAAUwFnAm5zAnNlAAABAAEAAqMAAASC7wVyAWcCbnMCc2UAABwAAQACowAAECABBrAADgADAAAAAAAAAAEBaQJucwJzZQAAAQABAAKjAAAEwpJqFgFpAm5zAnNlAAAcAAEAAqMAABAgAQZ8EBAABQAAAAAAAABTAWoCbnMCc2UAAAEAAQACowAABMf+PwEBagJucwJzZQAAHAABAAKjAAAQIAEFAAAsAAAAAAAAAAAAAQ==","timestamp":1384509004.08154}}}}}}}},"iis.se":{"NS":{"IN":{"0":{"0":{"0":{"Giraffa::Packet":{"Net::LDNS::Packet":{"timestamp":1384509004.09522,"data":"TiWBAAABAAAAAwAGA2lpcwJzZQAAAgABA2lpcwJzZQAAAgABAAFRgAAMA25zMwNuaWMCc2UAA2lpcwJzZQAAAgABAAFRgAALAm5zA25pYwJzZQADaWlzAnNlAAACAAEAAVGAAAkBaQJucwJzZQABaQJucwJzZQAAAQABAAKjAAAEwpJqFgFpAm5zAnNlAAAcAAEAAqMAABAgAQZ8EBAABQAAAAAAAABTAm5zA25pYwJzZQAAAQABAAFRgAAE1PcH5AJucwNuaWMCc2UAABwAAQABUYAAECoACAEA8ABTAAAAAAAAAFMDbnMzA25pYwJzZQAAAQABAAFRgAAE1PcImANuczMDbmljAnNlAAAcAAEAAVGAABAqAAgBAPACEQAAAAAAAAFS","answerfrom":"192.36.144.107"}}}}}}}}}
I.GTLD-SERVERS.NET 192.43.172.30 {}
L.GTLD-SERVERS.NET 192.41.162.30 {}
F.ROOT-SERVERS.NET 2001:0500:002f:0000:0000:0000:0000:000f {}
F.ROOT-SERVERS.NET 192.5.5.241 {}
A2.GTLD-SERVERS.NET 192.5.6.31 {"gtld-servers.net":{"NS":{"IN":{"0":{"0":{"0":{"Giraffa::Packet":{"Net::LDNS::Packet":{"timestamp":1384509005.54216,"answerfrom":"192.5.6.31","data":"MUmFAAABAAgAAAAKDGd0bGQtc2VydmVycwNuZXQAAAIAAQxndGxkLXNlcnZlcnMDbmV0AAACAAEAA/SAABUCRzIMZ3RsZC1zZXJ2ZXJzA25ldAAMZ3RsZC1zZXJ2ZXJzA25ldAAAAgABAAP0gAAVAkEyDGd0bGQtc2VydmVycwNuZXQADGd0bGQtc2VydmVycwNuZXQAAAIAAQAD9IAAFQJGMgxndGxkLXNlcnZlcnMDbmV0AAxndGxkLXNlcnZlcnMDbmV0AAACAAEAA/SAABUCRTIMZ3RsZC1zZXJ2ZXJzA25ldAAMZ3RsZC1zZXJ2ZXJzA25ldAAAAgABAAP0gAAVAkMyDGd0bGQtc2VydmVycwNuZXQADGd0bGQtc2VydmVycwNuZXQAAAIAAQAD9IAAFQJIMgxndGxkLXNlcnZlcnMDbmV0AAxndGxkLXNlcnZlcnMDbmV0AAACAAEAA/SAABUCTDIMZ3RsZC1zZXJ2ZXJzA25ldAAMZ3RsZC1zZXJ2ZXJzA25ldAAAAgABAAP0gAAVAkQyDGd0bGQtc2VydmVycwNuZXQAAkEyDGd0bGQtc2VydmVycwNuZXQAAAEAAQACowAABMAFBh8CQTIMZ3RsZC1zZXJ2ZXJzA25ldAAAHAABAAKjAAAQIAEFA6g+AAAAAAAAAAIAMQJDMgxndGxkLXNlcnZlcnMDbmV0AAABAAEAAqMAAATAGlwfAkMyDGd0bGQtc2VydmVycwNuZXQAABwAAQACowAAECABBQOD6wAAAAAAAAACADECRDIMZ3RsZC1zZXJ2ZXJzA25ldAAAAQABAAKjAAAEwB9QHwJFMgxndGxkLXNlcnZlcnMDbmV0AAABAAEAAqMAAATADF4fAkYyDGd0bGQtc2VydmVycwNuZXQAAAEAAQACowAABMAjMx8CRzIMZ3RsZC1zZXJ2ZXJzA25ldAAAAQABAAKjAAAEwCpdHwJIMgxndGxkLXNlcnZlcnMDbmV0AAABAAEAAqMAAATANnAfAkwyDGd0bGQtc2VydmVycwNuZXQAAAEAAQACowAABMApoh8="}}}}}}}},"k.gtld-servers.net":{"SOA":{"IN":{"0":{"0":{"0":{"Giraffa::Packet":{"Net::LDNS::Packet":{"answerfrom":"192.5.6.31","data":"vuSFAAABAAAAAQAAAWsMZ3RsZC1zZXJ2ZXJzA25ldAAABgABDGd0bGQtc2VydmVycwNuZXQAAAYAAQABUYAAOgJBMgVOU1RMRANDT00ABW5zdGxkDHZlcmlzaWduLWdycwNDT00Ad8/j6AAADhAAAAOEABJ1AAABUYA=","timestamp":1384509005.69244}}}}}}}}}
A2.GTLD-SERVERS.NET 2001:0503:a83e:0000:0000:0000:0002:0031 {}
F.NS.SE 192.71.53.53 {}
F.NS.SE 2a01:03f0:0000:0305:0000:0000:0000:0053 {}
L.ROOT-SERVERS.NET 2001:0500:0003:0000:0000:0000:0000:0042 {}
L.ROOT-SERVERS.NET 199.7.83.42 {}
NS.NIC.SE 212.247.7.228 {"www.iis.se":{"A":{"IN":{"0":{"0":{"0":{"Giraffa::Packet":{"Net::LDNS::Packet":{"timestamp":1384509004.12022,"data":"FFWFAAABAAEAAwAEA3d3dwNpaXMCc2UAAAEAAQN3d3cDaWlzAnNlAAABAAEAAAA8AARb4iQuA2lpcwJzZQAAAgABAAAOEAALAm5zA25pYwJzZQADaWlzAnNlAAACAAEAAA4QAAwDbnMzA25pYwJzZQADaWlzAnNlAAACAAEAAA4QAAkBaQJucwJzZQACbnMDbmljAnNlAAABAAEAAA4QAATU9wfkAm5zA25pYwJzZQAAHAABAAAOEAAQKgAIAQDwAFMAAAAAAAAAUwNuczMDbmljAnNlAAABAAEAAAA8AATU9wiYA25zMwNuaWMCc2UAABwAAQAAADwAECoACAEA8AIRAAAAAAAAAVI=","answerfrom":"212.247.7.228"}}}}}}}}}
NS.NIC.SE 2a00:0801:00f0:0053:0000:0000:0000:0053 {"www.iis.se":{"A":{"IN":{"0":{"0":{"0":{"Giraffa::Packet":{"Net::LDNS::Packet":{"timestamp":1384509004.12246,"data":"iGaFAAABAAEAAwAEA3d3dwNpaXMCc2UAAAEAAQN3d3cDaWlzAnNlAAABAAEAAAA8AARb4iQuA2lpcwJzZQAAAgABAAAOEAAJAWkCbnMCc2UAA2lpcwJzZQAAAgABAAAOEAAMA25zMwNuaWMCc2UAA2lpcwJzZQAAAgABAAAOEAALAm5zA25pYwJzZQACbnMDbmljAnNlAAABAAEAAA4QAATU9wfkAm5zA25pYwJzZQAAHAABAAAOEAAQKgAIAQDwAFMAAAAAAAAAUwNuczMDbmljAnNlAAABAAEAAAA8AATU9wiYA25zMwNuaWMCc2UAABwAAQAAADwAECoACAEA8AIRAAAAAAAAAVI=","answerfrom":"2a00:801:f0:53::53"}}}}}}}}}
D.GTLD-SERVERS.NET 192.31.80.30 {}
D2.GTLD-SERVERS.NET 192.31.80.31 {}
H2.GTLD-SERVERS.NET 192.54.112.31 {}
E.ROOT-SERVERS.NET 192.203.230.10 {}
G2.GTLD-SERVERS.NET 192.42.93.31 {}
A.GTLD-SERVERS.NET 192.5.6.30 {"k.gtld-servers.net":{"SOA":{"IN":{"0":{"0":{"0":{"Giraffa::Packet":{"Net::LDNS::Packet":{"timestamp":1384509004.71186,"data":"wqiBAAABAAAACAAKAWsMZ3RsZC1zZXJ2ZXJzA25ldAAABgABDGd0bGQtc2VydmVycwNuZXQAAAIAAQACowAAFQJhMgxndGxkLXNlcnZlcnMDbmV0AAxndGxkLXNlcnZlcnMDbmV0AAACAAEAAqMAABUCYzIMZ3RsZC1zZXJ2ZXJzA25ldAAMZ3RsZC1zZXJ2ZXJzA25ldAAAAgABAAKjAAAVAmQyDGd0bGQtc2VydmVycwNuZXQADGd0bGQtc2VydmVycwNuZXQAAAIAAQACowAAFQJlMgxndGxkLXNlcnZlcnMDbmV0AAxndGxkLXNlcnZlcnMDbmV0AAACAAEAAqMAABUCZjIMZ3RsZC1zZXJ2ZXJzA25ldAAMZ3RsZC1zZXJ2ZXJzA25ldAAAAgABAAKjAAAVAmcyDGd0bGQtc2VydmVycwNuZXQADGd0bGQtc2VydmVycwNuZXQAAAIAAQACowAAFQJoMgxndGxkLXNlcnZlcnMDbmV0AAxndGxkLXNlcnZlcnMDbmV0AAACAAEAAqMAABUCbDIMZ3RsZC1zZXJ2ZXJzA25ldAACYTIMZ3RsZC1zZXJ2ZXJzA25ldAAAAQABAAKjAAAEwAUGHwJhMgxndGxkLXNlcnZlcnMDbmV0AAAcAAEAAqMAABAgAQUDqD4AAAAAAAAAAgAxAmMyDGd0bGQtc2VydmVycwNuZXQAAAEAAQACowAABMAaXB8CYzIMZ3RsZC1zZXJ2ZXJzA25ldAAAHAABAAKjAAAQIAEFA4PrAAAAAAAAAAIAMQJkMgxndGxkLXNlcnZlcnMDbmV0AAABAAEAAqMAAATAH1AfAmUyDGd0bGQtc2VydmVycwNuZXQAAAEAAQACowAABMAMXh8CZjIMZ3RsZC1zZXJ2ZXJzA25ldAAAAQABAAKjAAAEwCMzHwJnMgxndGxkLXNlcnZlcnMDbmV0AAABAAEAAqMAAATAKl0fAmgyDGd0bGQtc2VydmVycwNuZXQAAAEAAQACowAABMA2cB8CbDIMZ3RsZC1zZXJ2ZXJzA25ldAAAAQABAAKjAAAEwCmiHw==","answerfrom":"192.5.6.30"}}}}}}}},"gtld-servers.net":{"NS":{"IN":{"0":{"0":{"0":{"Giraffa::Packet":{"Net::LDNS::Packet":{"timestamp":1384509005.39244,"answerfrom":"192.5.6.30","data":"0UuBAAABAAAACAAKDGd0bGQtc2VydmVycwNuZXQAAAIAAQxndGxkLXNlcnZlcnMDbmV0AAACAAEAAqMAABUCYTIMZ3RsZC1zZXJ2ZXJzA25ldAAMZ3RsZC1zZXJ2ZXJzA25ldAAAAgABAAKjAAAVAmMyDGd0bGQtc2VydmVycwNuZXQADGd0bGQtc2VydmVycwNuZXQAAAIAAQACowAAFQJkMgxndGxkLXNlcnZlcnMDbmV0AAxndGxkLXNlcnZlcnMDbmV0AAACAAEAAqMAABUCZTIMZ3RsZC1zZXJ2ZXJzA25ldAAMZ3RsZC1zZXJ2ZXJzA25ldAAAAgABAAKjAAAVAmYyDGd0bGQtc2VydmVycwNuZXQADGd0bGQtc2VydmVycwNuZXQAAAIAAQACowAAFQJnMgxndGxkLXNlcnZlcnMDbmV0AAxndGxkLXNlcnZlcnMDbmV0AAACAAEAAqMAABUCaDIMZ3RsZC1zZXJ2ZXJzA25ldAAMZ3RsZC1zZXJ2ZXJzA25ldAAAAgABAAKjAAAVAmwyDGd0bGQtc2VydmVycwNuZXQAAmEyDGd0bGQtc2VydmVycwNuZXQAAAEAAQACowAABMAFBh8CYTIMZ3RsZC1zZXJ2ZXJzA25ldAAAHAABAAKjAAAQIAEFA6g+AAAAAAAAAAIAMQJjMgxndGxkLXNlcnZlcnMDbmV0AAABAAEAAqMAAATAGlwfAmMyDGd0bGQtc2VydmVycwNuZXQAABwAAQACowAAECABBQOD6wAAAAAAAAACADECZDIMZ3RsZC1zZXJ2ZXJzA25ldAAAAQABAAKjAAAEwB9QHwJlMgxndGxkLXNlcnZlcnMDbmV0AAABAAEAAqMAAATADF4fAmYyDGd0bGQtc2VydmVycwNuZXQAAAEAAQACowAABMAjMx8CZzIMZ3RsZC1zZXJ2ZXJzA25ldAAAAQABAAKjAAAEwCpdHwJoMgxndGxkLXNlcnZlcnMDbmV0AAABAAEAAqMAAATANnAfAmwyDGd0bGQtc2VydmVycwNuZXQAAAEAAQACowAABMApoh8="}}}}}}}},"net":{"NS":{"IN":{"0":{"0":{"0":{"Giraffa::Packet":{"Net::LDNS::Packet":{"data":"r12FAAABAA0AAAAPA25ldAAAAgABA25ldAAAAgABAAKjAAAUAWsMZ3RsZC1zZXJ2ZXJzA25ldAADbmV0AAACAAEAAqMAABQBYQxndGxkLXNlcnZlcnMDbmV0AANuZXQAAAIAAQACowAAFAFiDGd0bGQtc2VydmVycwNuZXQAA25ldAAAAgABAAKjAAAUAWoMZ3RsZC1zZXJ2ZXJzA25ldAADbmV0AAACAAEAAqMAABQBbAxndGxkLXNlcnZlcnMDbmV0AANuZXQAAAIAAQACowAAFAFlDGd0bGQtc2VydmVycwNuZXQAA25ldAAAAgABAAKjAAAUAWcMZ3RsZC1zZXJ2ZXJzA25ldAADbmV0AAACAAEAAqMAABQBYwxndGxkLXNlcnZlcnMDbmV0AANuZXQAAAIAAQACowAAFAFmDGd0bGQtc2VydmVycwNuZXQAA25ldAAAAgABAAKjAAAUAW0MZ3RsZC1zZXJ2ZXJzA25ldAADbmV0AAACAAEAAqMAABQBZAxndGxkLXNlcnZlcnMDbmV0AANuZXQAAAIAAQACowAAFAFpDGd0bGQtc2VydmVycwNuZXQAA25ldAAAAgABAAKjAAAUAWgMZ3RsZC1zZXJ2ZXJzA25ldAABawxndGxkLXNlcnZlcnMDbmV0AAABAAEAAqMAAATANLIeAWEMZ3RsZC1zZXJ2ZXJzA25ldAAAAQABAAKjAAAEwAUGHgFhDGd0bGQtc2VydmVycwNuZXQAABwAAQACowAAECABBQOoPgAAAAAAAAACADABYgxndGxkLXNlcnZlcnMDbmV0AAABAAEAAqMAAATAIQ4eAWIMZ3RsZC1zZXJ2ZXJzA25ldAAAHAABAAKjAAAQIAEFAyMdAAAAAAAAAAIAMAFqDGd0bGQtc2VydmVycwNuZXQAAAEAAQACowAABMAwTx4BbAxndGxkLXNlcnZlcnMDbmV0AAABAAEAAqMAAATAKaIeAWUMZ3RsZC1zZXJ2ZXJzA25ldAAAAQABAAKjAAAEwAxeHgFnDGd0bGQtc2VydmVycwNuZXQAAAEAAQACowAABMAqXR4BYwxndGxkLXNlcnZlcnMDbmV0AAABAAEAAqMAAATAGlweAWYMZ3RsZC1zZXJ2ZXJzA25ldAAAAQABAAKjAAAEwCMzHgFtDGd0bGQtc2VydmVycwNuZXQAAAEAAQACowAABMA3Ux4BZAxndGxkLXNlcnZlcnMDbmV0AAABAAEAAqMAAATAH1AeAWkMZ3RsZC1zZXJ2ZXJzA25ldAAAAQABAAKjAAAEwCusHgFoDGd0bGQtc2VydmVycwNuZXQAAAEAAQACowAABMA2cB4=","answerfrom":"192.5.6.30","timestamp":1384509004.55987}}}}}}}}}
A.GTLD-SERVERS.NET 2001:0503:a83e:0000:0000:0000:0002:0030 {}
B.ROOT-SERVERS.NET 192.228.79.201 {}
NS3.NIC.SE 212.247.8.152 {"www.iis.se":{"A":{"IN":{"0":{"0":{"0":{"Giraffa::Packet":{"Net::LDNS::Packet":{"timestamp":1384509004.12723,"data":"KMOFAAABAAEAAwAEA3d3dwNpaXMCc2UAAAEAAQN3d3cDaWlzAnNlAAABAAEAAAA8AARb4iQuA2lpcwJzZQAAAgABAAAOEAALAm5zA25pYwJzZQADaWlzAnNlAAACAAEAAA4QAAwDbnMzA25pYwJzZQADaWlzAnNlAAACAAEAAA4QAAkBaQJucwJzZQACbnMDbmljAnNlAAABAAEAAA4QAATU9wfkAm5zA25pYwJzZQAAHAABAAAOEAAQKgAIAQDwAFMAAAAAAAAAUwNuczMDbmljAnNlAAABAAEAAAA8AATU9wiYA25zMwNuaWMCc2UAABwAAQAAADwAECoACAEA8AIRAAAAAAAAAVI=","answerfrom":"212.247.8.152"}}}}}}}}}
NS3.NIC.SE 2a00:0801:00f0:0211:0000:0000:0000:0152 {"iis.se":{"SOA":{"IN":{"0":{"0":{"0":{"Giraffa::Packet":{"Net::LDNS::Packet":{"timestamp":1384509003.77547,"answerfrom":"2a00:801:f0:211::152","data":"mEmFAAABAAEAAwAEA2lpcwJzZQAABgABA2lpcwJzZQAABgABAAAOEAAyAm5zA25pYwJzZQAKaG9zdG1hc3RlcgNpaXMCc2UAUoTyVQAAKjAAAA4QABuvgAAAOEADaWlzAnNlAAACAAEAAA4QAAkBaQJucwJzZQADaWlzAnNlAAACAAEAAA4QAAwDbnMzA25pYwJzZQADaWlzAnNlAAACAAEAAA4QAAsCbnMDbmljAnNlAAJucwNuaWMCc2UAAAEAAQAADhAABNT3B+QCbnMDbmljAnNlAAAcAAEAAA4QABAqAAgBAPAAUwAAAAAAAABTA25zMwNuaWMCc2UAAAEAAQAAADwABNT3CJgDbnMzA25pYwJzZQAAHAABAAAAPAAQKgAIAQDwAhEAAAAAAAABUg=="}}}}}}}},"www.iis.se":{"A":{"IN":{"0":{"0":{"0":{"Giraffa::Packet":{"Net::LDNS::Packet":{"timestamp":1384509004.13019,"answerfrom":"2a00:801:f0:211::152","data":"TCiFAAABAAEAAwAEA3d3dwNpaXMCc2UAAAEAAQN3d3cDaWlzAnNlAAABAAEAAAA8AARb4iQuA2lpcwJzZQAAAgABAAAOEAAMA25zMwNuaWMCc2UAA2lpcwJzZQAAAgABAAAOEAALAm5zA25pYwJzZQADaWlzAnNlAAACAAEAAA4QAAkBaQJucwJzZQACbnMDbmljAnNlAAABAAEAAA4QAATU9wfkAm5zA25pYwJzZQAAHAABAAAOEAAQKgAIAQDwAFMAAAAAAAAAUwNuczMDbmljAnNlAAABAAEAAAA8AATU9wiYA25zMwNuaWMCc2UAABwAAQAAADwAECoACAEA8AIRAAAAAAAAAVI="}}}}}}}}}
